date,timestamp,appid,ctxid,level,payload,6,7,8,9,10,11,12,13,14,15,16
06-26,10:24:03.106,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:03.106,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:03.106,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:24:03.107,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:24:03.306,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.800015] in Nchannel16,,,,,,,,,,,
06-26,10:24:03.306,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:03.306,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:03.308,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.800015""}",,,,,,,,,,,
06-26,10:24:03.308,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:03.308,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.800015 :,,,,,,,,,,,
06-26,10:24:03.430,2227,2422,I,"system_service: [DateTimeImpl.cpp:sync_time:85]:ipk_time 123: 5,26,10,24,1,0",,,,,,,,,,,
06-26,10:24:03.430,2227,2422,I,"system_service: [DateTimeImpl.cpp:sync_time:93]:time now 1687746243, ipk_time_t 1687746241",,,,,,,,,,,
06-26,10:24:03.435,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:03.435,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:03.435,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.850015] in Nchannel16,,,,,,,,,,,
06-26,10:24:03.437,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.850015 :,,,,,,,,,,,
06-26,10:24:03.437,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:03.437,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.850015""}",,,,,,,,,,,
06-26,10:24:04.106,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.800015] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.106,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:04.106,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:04.107,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.800015""}",,,,,,,,,,,
06-26,10:24:04.107,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:04.108,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.800015 :,,,,,,,,,,,
06-26,10:24:04.206,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:04.206,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:04.206,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.850015] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.207,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:04.207,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.850015""}",,,,,,,,,,,
06-26,10:24:04.208,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.850015 :,,,,,,,,,,,
06-26,10:24:04.210,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:04.210,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:04.210,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.211,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:24:04.212,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:24:04.212,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:04.310,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.800015] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.310,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:04.310,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:04.312,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.800015 :,,,,,,,,,,,
06-26,10:24:04.312,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:04.312,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.800015""}",,,,,,,,,,,
06-26,10:24:04.606,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.606,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:04.606,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:04.607,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:24:04.607,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:04.607,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:24:04.704,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.704,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:04.704,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:04.705,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:04.705,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:24:04.807,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:04.807,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:04.808,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.850015] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.808,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.850015""}",,,,,,,,,,,
06-26,10:24:04.808,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:04.809,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.850015 :,,,,,,,,,,,
06-26,10:24:04.811,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:04.811,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:04.812,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.813,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:24:04.813,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:04.814,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:24:04.906,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:24:04.906,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:04.906,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:24:04.906,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:04.906,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:04.907,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:24:05.006,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:05.006,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.800015] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.006,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:05.007,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.800015""}",,,,,,,,,,,
06-26,10:24:05.007,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:05.008,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.800015 :,,,,,,,,,,,
06-26,10:24:05.111,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:05.111,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:05.112,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.850015] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.113,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.850015""}",,,,,,,,,,,
06-26,10:24:05.113,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:05.114,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.850015 :,,,,,,,,,,,
06-26,10:24:05.206,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:05.206,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.800015] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.206,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.800015""}",,,,,,,,,,,
06-26,10:24:05.206,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:05.206,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:05.207,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:05.207,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:05.207,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.800015 :,,,,,,,,,,,
06-26,10:24:05.208,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:24:05.208,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:05.208,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:24:05.208,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.272,0,0,I,kernel:,IPCL:[info] ipcl_hb_thread: Send heart beat 1687746245.201445,,,,,,,,,,
06-26,10:24:05.305,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:05.306,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.850015] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.306,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:05.306,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:05.306,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.850015""}",,,,,,,,,,,
06-26,10:24:05.307,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.850015 :,,,,,,,,,,,
06-26,10:24:05.511,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:05.511,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:05.511,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.513,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:24:05.513,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:24:05.513,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:05.611,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.800015] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.611,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:05.611,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:05.613,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.800015 :,,,,,,,,,,,
06-26,10:24:05.613,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:05.613,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.800015""}",,,,,,,,,,,
06-26,10:24:05.615,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:05.615,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:05.615,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.617,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:24:05.617,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:24:05.617,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:05.806,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:05.806,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:05.806,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:24:05.807,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:24:05.807,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:05.808,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:24:06.011,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:06.011,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.850015] in Nchannel16,,,,,,,,,,,
06-26,10:24:06.011,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:06.013,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.850015 :,,,,,,,,,,,
06-26,10:24:06.013,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.850015""}",,,,,,,,,,,
06-26,10:24:06.013,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:06.015,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:06.015,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:06.015,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:24:06.017,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:24:06.017,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:06.017,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:24:06.306,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:06.307,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:06.307,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.800015] in Nchannel16,,,,,,,,,,,
06-26,10:24:06.308,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:06.308,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.800015""}",,,,,,,,,,,
06-26,10:24:06.309,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.800015 :,,,,,,,,,,,
06-26,10:24:06.406,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:06.406,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:06.406,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:06.406,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:24:06.406,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:24:06.407,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:24:06.508,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""0.850015""}",,,,,,,,,,,
06-26,10:24:06.508,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [0.850015] in Nchannel16,,,,,,,,,,,
06-26,10:24:06.508,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 0.850015 :,,,,,,,,,,,
06-26,10:24:06.508,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:24:06.508,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:24:06.508,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:24:06.606,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:24:06.606,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:24:06.606,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:06.606,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:06.607,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:24:06.607,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:06.800,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:24:06.800,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:24:06.801,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:24:06.802,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:24:06.802,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:24:06.803,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:24:07.039,2227,2327,I,"system_service: [SystemHalProtocol.cpp:operator():52]:receive value from power_dev: IPCL_PM_INFO_DEV_VOLTAGE:2,13900",,,,,,,,,,,
06-26,10:24:07.040,2227,2336,I,"system_service: [PowerModule.cpp:onVoltageUpdated:1369]:Entering 2,13900",,,,,,,,,,,
06-26,10:24:07.040,2227,2327,I,"system_service: [PowerModule.cpp:onEvent:460]:event IPCL_PM_INFO_DEV_VOLTAGE:2,13900 from <<< bsp",,,,,,,,,,,
06-26,10:24:07.106,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
